symbol,company_name,sector,fiscal_period,report_date,eps,pe,pb,dividend_yield,revenue,revenue_growth_yoy,revenue_growth_qoq,net_profit,net_profit_margin,roe,roa,debt_to_equity,current_ratio,quick_ratio,book_value_per_share,npl_ratio,casa_ratio,source,source_url
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-05-05,24.55,35.32,5.48,0.0,398092.34,0.0,0.0,86030.02,21.6106,15.52,1.61,8.6176,0.0,0.0,158.15,7.15,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SMPDA
SPC,Samling Power Company Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298.44,0.0,0.0,0.0,0.0,0.5841,0.5841,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SPC
SPDL,Synergy Power Development Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55538.51,0.0,0.0,0.0,0.0,4.19,4.19,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SPDL
SPHL,Sayapatri Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15865.81,0.0,0.0,0.0,0.0,1.5885,1.5885,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SPHL
SPL,Shuvam Power Limited,Hydropower,2nd Quarter 2082/2083,2026-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12416.53,0.0,0.0,0.0,0.0,2.9669,2.9669,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SPL
SSHL,Shiva Shree Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22967.26,0.0,0.0,0.0,0.0,1.1744,1.1744,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SSHL
STC,Salt Trading Corporation Limited,Trading,4th Quarter 2081/2082,2026-02-18,0.0,0.0,0.0,0.0,9386504.18,0.0,0.0,71097.8,0.7574,0.0,0.0,3.292,0.0,0.0,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/STC
SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microfinance,1st Quarter 2082/2083,2025-11-18,27.65,88.0759,16.2321,0.0,23444.21,0.0,0.0,3991.37,17.025,18.43,2.02,8.1316,0.0,0.0,150.03,12.76,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SWASTIK
SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-03-23,19.73,37.2,3.36,0.0,1122043.3,0.0,0.0,172629.13,15.3852,9.03,1.37,5.5988,0.0,0.0,218.53,11.77,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SWBBL
SWMF,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-12,21.18,31.17,4.51,0.0,497693.54,0.0,0.0,117142.13,23.537,14.47,1.85,6.8107,0.0,0.0,146.33,12.86,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/SWMF
TAMOR,Sanima Middle Tamor Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181010.57,0.0,0.0,0.0,0.0,1.3569,1.3569,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/TAMOR
TPC,Terhathum Power Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66148.26,0.0,0.0,0.0,0.0,2.4093,2.4093,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/TPC
TRH,Taragaon Regency Hotel Limited,Hotel & Tourism,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,4.7,0.0,0.0,0.0,0.0,-90830.99,0.0,0.0,0.0,0.0,2.0796,2.0796,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/TRH
TSHL,Three Star Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11333.38,0.0,0.0,0.0,0.0,0.2489,0.2489,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/TSHL
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74517.06,0.0,0.0,0.0,0.0,2.7092,2.7092,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UHEWA
ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-05-07,38.5,85.45,11.88,0.0,153121.0,0.0,0.0,30652.02,20.0182,13.9,1.24,10.2162,0.0,0.0,276.96,10.74,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/ULBSL
UMHL,United Modi Hydropower Limited,Hydropower,3rd Quarter 2082/2083,2026-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50245.0,0.0,0.0,0.0,0.0,7.9014,7.9014,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UMHL
UMRH,United Idi-Mardi and R.B. Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48246.62,0.0,0.0,0.0,0.0,0.6906,0.6906,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UMRH
UNHPL,Union Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26352.33,0.0,0.0,0.0,0.0,19.9176,19.9176,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UNHPL
UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-05-06,12.15,127.78,6.98,0.0,222425.26,0.0,0.0,13533.87,6.0847,5.46,0.48,10.3713,0.0,0.0,222.36,19.53,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UNLB
UPCL,Universal Power Company Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83727.43,0.0,0.0,0.0,0.0,3.0495,3.0495,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UPCL
UPPER,Upper Tamakoshi Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,996539.15,0.0,0.0,0.0,0.0,1.4428,1.4428,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/UPPER
USHEC,Upper Solu Hydro Electric Company Limited,Hydropower,3rd Quarter 2082/2083,2026-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206841.81,0.0,0.0,0.0,0.0,1.7671,1.7671,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/USHEC
USHL,Upper Syange Hydropower Limited,Hydropower,2nd Quarter 2082/2083,2026-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4173.46,0.0,0.0,0.0,0.0,0.8012,0.8012,0.0,,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/USHL
USLB,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,Microfinance,3rd Quarter 2082/2083,2026-05-07,23.94,57.96,8.22,0.0,224478.19,0.0,0.0,44325.54,19.746,14.18,1.38,9.3108,0.0,0.0,168.81,11.12,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/USLB
VLBS,Vijaya Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-11,-0.22,0.0,4.1896,0.0,253133.83,0.0,0.0,-1673.47,-0.6611,0.0,0.0,7.9896,0.0,0.0,165.41,19.37,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/VLBS
WNLB,Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,2nd Quarter 2082/2083,2026-02-12,-10.47,0.0,10.9705,0.0,41138.38,0.0,0.0,-8829.4,-21.4627,0.0,0.0,8.2521,0.0,0.0,127.25,8.4,,SHARESANSAR_QUARTERLY_REPORT,https://www.sharesansar.com/company/WNLB
